,MAKE A COPY TO BEGIN YOUR WORK. THIS IS A READ ONLY FILE,,,,,,,,,,,,,
2022-10-30,5117466173,2000/05/06,michelle,white,Flight Deal,W31645578,TRUE,JFK,ORD,TRUE,FALSE,0,5,
2021-11-21,5117466173,06-05-2000,MICHELLE,white,New Flight,C09461307,TRUE,LAX,,FALSE,FALSE,4,6,TRUE
2024-04-19,5117466173,05/06/2000,MICHELLE,white,New Flight,S42151185,FALSE,ATL,BOS,TRUE,TRUE,0,25,FALSE
2022-09-24,5117466173,05/06/2000,michelle,white,Flight Status,K07149040,FALSE,DFW,YYY,TRUE,TRUE,1,7,TRUE
2023-09-12,6010914084,10/24/1999,jeffrey,Butler,New Flight,Q22724112,FALSE,SEA,BOS,TRUE,TRUE,-1,18,TRUE
2022-01-27,6010914084,24-10-1999,jeffrey,butler,New Flight,P44815232,TRUE,SEA,JFK,TRUE,FALSE,0,13,
2024-03-10,6010914084,1999/10/24,jeffrey,Butler,Flight Deal,F86360907,FALSE,BOS,SFO,FALSE,TRUE,11,20,FALSE
2023-01-18,6010914084,24-10-1999,jeffrey,Butler,Cancel Flight,Z88979200,,DEN,LAX,FALSE,TRUE,0,6,TRUE
2022-12-02,2325566255,07-06-2011,david,carrillo,New Flight,Y14588453,TRUE,JFK,DEN,FALSE,TRUE,-1,15,FALSE
2021-03-30,2325566255,2011/06/07,david,carrillo,Flight Status,B26991936,TRUE,ttt,ORD,TRUE,,0,10,FALSE
2024-03-12,2325566255,06/07/2011,DAVID,carrillo,New Flight,N60153910,TRUE,DEN,DFW,TRUE,FALSE,13,20,TRUE
2023-12-10,2325566255,07-06-2011,DAVID,carrillo,New Flight,D94532221,FALSE,,,TRUE,FALSE,8,10,TRUE
2023-10-18,2325566255,2011/06/07,david,Carrillo,New Flight,B71258605,FALSE,MIA,SEA,FALSE,FALSE,-1,14,TRUE
2023-07-20,2325566255,07-06-2011,david,Carrillo,New Flight,C03045869,TRUE,DFW,SEA,FALSE,TRUE,0,7,TRUE
2021-12-27,2325566255,07-06-2011,DAVID,Carrillo,Flight Deal,X42694440,TRUE,DFW,BOS,FALSE,FALSE,2,15,TRUE
2022-02-26,2325566255,06/07/2011,david,carrillo,New Flight,A72938661,TRUE,BOS,DEN,TRUE,TRUE,-1,11,
2024-04-19,2325566255,2011/06/07,david,carrillo,New Flight,I60412316,TRUE,BOS,ATL,FALSE,FALSE,8,10,TRUE
2023-06-26,2325566255,06/07/2011,david,Carrillo,Flight Status,Y03283881,FALSE,ORD,SFO,FALSE,TRUE,2,19,FALSE
2021-12-13,2362590799,10/27/2006,donna,Park,New Flight,P60791052,TRUE,ORD,LAX,FALSE,TRUE,8,4,TRUE
2021-07-31,2362590799,2006/10/27,donna,Park,New Flight,K63579369,TRUE,SEA,BOS,TRUE,FALSE,-1,9,TRUE
2024-03-17,2362590799,2006/10/27,donna,park,Flight Status,M33615325,FALSE,SEA,,FALSE,TRUE,-1,10,TRUE
2023-04-16,2362590799,10/27/2006,DONNA,Park,Flight Deal,M19653059,FALSE,DFW,SFO,TRUE,TRUE,9,9,FALSE
2022-06-14,2362590799,10/27/2006,DONNA,Park,New Flight,K50736080,TRUE,,LAX,FALSE,TRUE,0,16,TRUE
2023-08-02,2184956065,09/13/1999,BRETT,Williams,Flight Deal,U31138990,FALSE,ATL,SFO,TRUE,FALSE,-1,8,FALSE
2023-04-25,2184956065,1999/09/13,,williams,Flight Deal,,FALSE,ttt,DFW,TRUE,TRUE,3,4,TRUE
2023-02-23,2184956065,09/13/1999,brett,Williams,New Flight,F96994959,TRUE,ORD,SEA,FALSE,TRUE,7,7,TRUE
2023-03-29,2801550114,13-04-2009,karen,williams,Cancel Flight,A35607160,TRUE,ATL,LAX,TRUE,TRUE,1,1,TRUE
2024-03-07,2801550114,2009/04/13,KAREN,williams,Flight Status,P85276032,,BOS,ATL,FALSE,FALSE,9,10,TRUE
2021-07-11,2801550114,13-04-2009,karen,Williams,Flight Status,,TRUE,LAX,SEA,FALSE,FALSE,-1,19,TRUE
2021-09-11,2801550114,2009/04/13,karen,Williams,New Flight,,TRUE,MIA,DEN,TRUE,TRUE,4,8,TRUE
2021-06-20,2801550114,04/13/2009,karen,Williams,Flight Deal,I75782936,TRUE,BOS,DEN,TRUE,FALSE,0,18,TRUE
2022-12-22,8730298949,2004/11/30,amy,ross,Flight Status,U59978234,TRUE,JFK,ORD,FALSE,FALSE,2,7,FALSE
2021-03-31,8730298949,11/30/2004,AMY,ross,Flight Status,I34875977,FALSE,DEN,JFK,FALSE,FALSE,2,14,FALSE
2023-02-13,8730298949,30-11-2004,AMY,ross,New Flight,,FALSE,ORD,DFW,,FALSE,-1,13,
2023-08-01,8730298949,2004/11/30,AMY,ross,Flight Deal,Z26282459,TRUE,LAX,MIA,TRUE,TRUE,3,8,TRUE
2022-02-06,8730298949,11/30/2004,amy,,Flight Deal,,FALSE,,LAX,FALSE,FALSE,0,5,FALSE
2022-05-08,4518353062,21-07-1997,tina,bryant,New Flight,E87571704,,SEA,BOS,FALSE,TRUE,4,20,TRUE
2023-11-28,4518353062,21-07-1997,,Bryant,Cancel Flight,,FALSE,DEN,ORD,TRUE,TRUE,-1,12,TRUE
2024-02-23,4518353062,07/21/1997,tina,bryant,New Flight,Y21640905,TRUE,,SFO,TRUE,FALSE,-1,15,TRUE
2022-04-24,4518353062,07/21/1997,TINA,Bryant,Cancel Flight,Y73781374,TRUE,JFK,,TRUE,FALSE,4,18,FALSE
2022-05-19,4518353062,21-07-1997,TINA,Bryant,Flight Status,W97998117,TRUE,JFK,BOS,FALSE,TRUE,0,21,FALSE
2022-11-03,2478957059,1995/08/22,shawna,carson,Flight Deal,N25073007,FALSE,SEA,YYY,TRUE,FALSE,9,23,TRUE
2022-02-15,2478957059,08/22/1995,SHAWNA,carson,Flight Deal,R77963803,TRUE,LAX,DEN,FALSE,TRUE,2,2,FALSE
2024-04-06,,08/22/1995,shawna,carson,,L95220069,FALSE,DFW,YYY,TRUE,FALSE,8,8,FALSE
2022-09-13,451056591,1996/05/23,MARGARET,davis,New Flight,S56324952,FALSE,JFK,SFO,TRUE,FALSE,3,5,FALSE
2021-06-30,451056591,05/23/1996,margaret,davis,Cancel Flight,H35005477,TRUE,JFK,DEN,FALSE,TRUE,13,13,FALSE
2023-02-19,451056591,05/23/1996,margaret,davis,Cancel Flight,N81444083,FALSE,LAX,ATL,FALSE,FALSE,-1,9,FALSE
2024-02-11,451056591,1996/05/23,margaret,Davis,Flight Status,C01284993,FALSE,DFW,,TRUE,TRUE,0,9,TRUE
2023-12-04,451056591,,MARGARET,,Cancel Flight,O38080233,FALSE,DEN,JFK,FALSE,TRUE,-1,3,TRUE
2023-10-28,9047546874,31-01-2008,james,Wyatt,New Flight,T67250994,FALSE,SFO,SEA,TRUE,FALSE,13,6,FALSE
2023-02-13,9047546874,01/31/2008,JAMES,wyatt,Flight Status,S39425888,FALSE,ORD,JFK,TRUE,FALSE,-1,3,
2021-11-19,9047546874,01/31/2008,james,Wyatt,New Flight,G27660302,FALSE,BOS,DFW,FALSE,FALSE,0,4,FALSE
2024-03-14,9047546874,31-01-2008,james,,Cancel Flight,Q20257380,FALSE,DEN,SFO,FALSE,TRUE,1,23,TRUE
2023-06-12,2386554339,31-03-2013,darlene,Solomon,Cancel Flight,U99179500,FALSE,ORD,JFK,FALSE,FALSE,2,10,TRUE
2021-10-21,2386554339,03/31/2013,DARLENE,solomon,Flight Status,U07438185,TRUE,DFW,JFK,TRUE,FALSE,1,14,FALSE
2021-01-24,2386554339,2013/03/31,darlene,solomon,Flight Deal,E84073578,TRUE,ATL,DFW,FALSE,TRUE,-1,8,TRUE
2022-10-29,2386554339,2013/03/31,,solomon,Flight Status,W94730681,FALSE,ORD,,FALSE,FALSE,4,5,TRUE
2023-03-17,,31-03-2013,DARLENE,solomon,Cancel Flight,,TRUE,DEN,JFK,FALSE,TRUE,11,10,FALSE
2024-02-19,9736767952,06/30/2004,christopher,farley,Flight Deal,H73258117,FALSE,MIA,SEA,TRUE,TRUE,3,19,TRUE
2022-06-08,,06/30/2004,CHRISTOPHER,,New Flight,C53191870,FALSE,JFK,ORD,TRUE,TRUE,0,11,TRUE
2021-06-06,9736767952,06/30/2004,christopher,farley,Cancel Flight,B65363830,TRUE,ORD,DFW,FALSE,TRUE,-1,10,FALSE
2021-12-19,,,christopher,Farley,Flight Status,G58148943,TRUE,SFO,,FALSE,FALSE,-1,2,FALSE
2022-06-04,9736767952,,CHRISTOPHER,Farley,Cancel Flight,V01784676,FALSE,SEA,DEN,FALSE,FALSE,1,8,FALSE
2023-05-04,3129066215,2007/01/23,diana,Holmes,Cancel Flight,K18088842,TRUE,DFW,YYY,FALSE,FALSE,8,15,TRUE
2022-05-15,3129066215,01/23/2007,diana,,Flight Deal,N30897210,TRUE,ORD,BOS,TRUE,FALSE,2,,TRUE
2022-04-06,3129066215,01/23/2007,diana,Holmes,Cancel Flight,M72662838,TRUE,ORD,YYY,TRUE,FALSE,10,5,TRUE
2024-01-17,,2014/10/29,cynthia,Cobb,New Flight,G82215026,FALSE,ORD,DFW,FALSE,FALSE,-1,18,FALSE
2021-09-24,7679376186,29-10-2014,CYNTHIA,Cobb,Flight Deal,N31322404,TRUE,DFW,MIA,TRUE,FALSE,-1,13,TRUE
2021-01-02,7679376186,29-10-2014,cynthia,Cobb,Flight Deal,Q67510263,TRUE,SEA,ATL,TRUE,FALSE,-1,8,TRUE
2023-04-12,6019256992,30-04-2001,JENNIFER,Fernandez,Flight Status,S76320399,FALSE,ORD,LAX,TRUE,FALSE,0,20,TRUE
2021-08-06,6019256992,30-04-2001,jennifer,Fernandez,New Flight,C48676283,FALSE,ATL,SEA,TRUE,TRUE,0,10,TRUE
2024-01-07,6019256992,30-04-2001,jennifer,fernandez,Flight Deal,Q50317453,FALSE,ATL,ORD,FALSE,TRUE,,5,
2021-01-24,6019256992,04/30/2001,JENNIFER,Fernandez,Flight Status,X85593812,TRUE,ORD,,TRUE,FALSE,10,13,FALSE
2024-07-24,9472675135,11/19/2006,faith,Thompson,Cancel Flight,Z70764520,FALSE,LAX,MIA,TRUE,FALSE,2,18,FALSE
2021-05-27,9472675135,11/19/2006,faith,Thompson,,H19183344,FALSE,SEA,SFO,TRUE,TRUE,-1,8,
2021-02-19,9472675135,2006/11/19,FAITH,Thompson,Flight Deal,Q10646768,FALSE,BOS,ATL,FALSE,TRUE,-1,8,TRUE
2024-08-14,9472675135,,FAITH,Thompson,Flight Deal,,FALSE,JFK,LAX,FALSE,,9,24,TRUE
2023-06-20,9472675135,2006/11/19,faith,Thompson,New Flight,H86151580,,JFK,SFO,TRUE,FALSE,6,21,TRUE
2023-11-08,9417746458,2001/06/02,jackson,graham,Flight Deal,,FALSE,ORD,YYY,TRUE,TRUE,-1,10,FALSE
2024-02-25,9417746458,02-06-2001,JACKSON,graham,Cancel Flight,S73918434,TRUE,ttt,DFW,FALSE,TRUE,1,1,TRUE
2024-04-17,9417746458,06/02/2001,JACKSON,graham,Cancel Flight,E84879242,FALSE,SFO,BOS,FALSE,FALSE,0,13,FALSE
2022-11-26,,2001/06/02,jackson,graham,Cancel Flight,E82323266,FALSE,SFO,BOS,FALSE,TRUE,-1,15,TRUE
2024-04-22,9482861489,09-09-1996,jonathan,Barajas,Flight Deal,L00215816,FALSE,DFW,ORD,FALSE,FALSE,12,14,TRUE
2021-09-27,9482861489,1996/09/09,jonathan,barajas,Cancel Flight,F22597573,FALSE,LAX,DFW,TRUE,FALSE,-1,7,TRUE
2024-05-14,9482861489,1996/09/09,jonathan,Barajas,New Flight,I83540357,TRUE,ORD,DEN,TRUE,TRUE,4,21,FALSE
2022-08-17,9482861489,09-09-1996,jonathan,barajas,Flight Status,R39871027,TRUE,SFO,LAX,,FALSE,3,5,FALSE
2023-04-14,9482861489,1996/09/09,JONATHAN,Barajas,Flight Status,F13678387,FALSE,ATL,SFO,FALSE,FALSE,1,16,TRUE
2022-10-11,1048168813,10-04-1999,mary,Nelson,,Q36861219,TRUE,ORD,BOS,FALSE,TRUE,8,10,TRUE
2021-04-04,1048168813,,mary,Nelson,New Flight,Y67506684,FALSE,ORD,MIA,FALSE,TRUE,0,18,TRUE
2022-03-25,1048168813,,,Nelson,Flight Deal,,TRUE,ATL,JFK,TRUE,,2,7,FALSE
2023-06-16,1048168813,04/10/1999,,nelson,Cancel Flight,J48391293,TRUE,ORD,LAX,FALSE,TRUE,10,18,TRUE
2024-08-14,1048168813,10-04-1999,MARY,nelson,New Flight,F02251534,FALSE,ttt,BOS,TRUE,TRUE,2,8,TRUE
2022-04-28,149427540,12/07/2021,shelby,fisher,Flight Status,J81525495,TRUE,ttt,SFO,FALSE,TRUE,0,18,FALSE
2024-10-02,149427540,07-12-2021,shelby,Fisher,New Flight,B18748600,FALSE,SEA,DEN,FALSE,FALSE,3,16,FALSE
2021-12-09,149427540,07-12-2021,SHELBY,Fisher,Flight Deal,J66381856,FALSE,BOS,JFK,TRUE,FALSE,3,7,FALSE
2021-12-24,5992230410,1996/06/16,KARLA,flores,Flight Deal,V69037670,FALSE,ATL,MIA,TRUE,FALSE,8,7,TRUE
2023-06-16,5992230410,1996/06/16,karla,flores,New Flight,Z28530468,TRUE,SEA,ATL,FALSE,FALSE,0,16,TRUE
2022-08-27,5992230410,16-06-1996,KARLA,Flores,New Flight,L53231007,TRUE,JFK,BOS,TRUE,FALSE,2,10,TRUE
2024-03-27,5992230410,06/16/1996,karla,flores,Cancel Flight,R78114585,TRUE,ORD,ATL,TRUE,TRUE,0,13,FALSE
2021-02-14,5992230410,06/16/1996,karla,flores,Flight Status,G00591517,FALSE,MIA,DFW,TRUE,TRUE,0,6,TRUE
2024-02-21,9539188603,11/29/1998,carlos,Henderson,New Flight,J82227237,FALSE,JFK,SEA,FALSE,FALSE,11,7,TRUE
2024-09-04,9539188603,1998/11/29,carlos,henderson,Flight Status,F34440608,FALSE,SEA,YYY,TRUE,FALSE,4,,FALSE
2024-10-12,9539188603,11/29/1998,carlos,henderson,Cancel Flight,,FALSE,JFK,LAX,TRUE,FALSE,0,23,TRUE
2024-03-29,9539188603,29-11-1998,CARLOS,Henderson,Flight Status,G64020396,TRUE,BOS,SEA,FALSE,FALSE,0,5,TRUE
2024-06-12,2915316714,02/20/2016,CHRISTOPHER,Lawson,New Flight,Z76277628,TRUE,ORD,BOS,TRUE,TRUE,4,7,FALSE
2021-06-18,2915316714,02/20/2016,christopher,Lawson,Cancel Flight,B72414157,TRUE,ORD,SFO,TRUE,FALSE,0,22,TRUE
2021-11-23,2915316714,2016/02/20,CHRISTOPHER,lawson,Flight Status,V61224847,TRUE,SEA,SFO,FALSE,TRUE,11,3,TRUE
2024-05-30,2915316714,02/20/2016,christopher,lawson,Flight Status,M87651259,FALSE,DEN,ATL,FALSE,TRUE,0,10,TRUE
2021-04-30,2915316714,02/20/2016,christopher,Lawson,Flight Status,R19515194,FALSE,,SEA,TRUE,FALSE,11,,TRUE
2023-05-01,3066969606,04/24/2008,ANDREW,watts,Flight Status,F56364119,FALSE,MIA,ATL,FALSE,TRUE,0,5,TRUE
2024-07-17,3066969606,2008/04/24,ANDREW,watts,,I66606676,FALSE,SEA,BOS,FALSE,FALSE,9,19,TRUE
2024-01-07,3066969606,2008/04/24,andrew,Watts,New Flight,T26383547,TRUE,DEN,JFK,TRUE,FALSE,-1,9,TRUE
2022-08-28,3066969606,2008/04/24,,watts,,S30349999,TRUE,ORD,YYY,TRUE,TRUE,9,7,FALSE
2024-09-29,7385033939,22-05-1998,william,Murray,Cancel Flight,,FALSE,SEA,DEN,FALSE,FALSE,0,7,FALSE
2021-08-01,7385033939,05/22/1998,WILLIAM,Murray,Flight Deal,I96310485,FALSE,SFO,ATL,FALSE,TRUE,,10,FALSE
2023-10-13,,22-05-1998,william,murray,Cancel Flight,S41376144,FALSE,DFW,JFK,TRUE,FALSE,0,8,TRUE
2024-01-12,7385033939,05/22/1998,william,murray,New Flight,K08114693,TRUE,SFO,SEA,FALSE,FALSE,0,10,TRUE
2021-11-24,8041897215,10-06-2019,juan,oconnor,Flight Status,S07845919,,ORD,YYY,TRUE,TRUE,7,22,TRUE
2024-06-17,8041897215,2019/06/10,juan,oconnor,Flight Deal,W08141515,TRUE,MIA,LAX,FALSE,TRUE,1,1,TRUE
2024-06-23,8041897215,06/10/2019,JUAN,Oconnor,Flight Deal,V79121871,FALSE,BOS,SEA,FALSE,TRUE,0,6,FALSE
2024-08-11,8041897215,,juan,Oconnor,New Flight,B66777059,FALSE,LAX,YYY,TRUE,,0,14,FALSE
2023-11-17,3714569070,08-01-2014,RILEY,Romero,Cancel Flight,B28498509,FALSE,DEN,SEA,TRUE,TRUE,8,4,TRUE
2021-01-11,,2014/01/08,riley,romero,New Flight,J10657699,,MIA,DEN,,TRUE,9,16,FALSE
2021-11-17,3714569070,01/08/2014,RILEY,romero,Cancel Flight,N75464233,FALSE,LAX,MIA,TRUE,TRUE,2,4,FALSE
2021-09-01,3714569070,08-01-2014,riley,romero,Flight Deal,J78500189,TRUE,SFO,ATL,FALSE,TRUE,,12,FALSE
2022-04-03,3714569070,2014/01/08,RILEY,romero,Flight Status,H30194410,TRUE,ttt,SEA,TRUE,TRUE,0,9,FALSE
2021-10-08,3714569070,2014/01/08,RILEY,Romero,Flight Deal,G14971755,TRUE,LAX,JFK,TRUE,TRUE,2,12,FALSE
2024-02-01,3714569070,08-01-2014,riley,Romero,Flight Deal,P66325301,TRUE,ATL,SEA,FALSE,FALSE,1,14,FALSE
2023-10-16,3714569070,08-01-2014,riley,Romero,Flight Status,C72756046,TRUE,SEA,MIA,FALSE,FALSE,0,10,TRUE
2024-01-04,3714569070,08-01-2014,RILEY,romero,Flight Deal,P87094944,FALSE,JFK,LAX,FALSE,TRUE,-1,24,FALSE
2022-01-15,3714569070,08-01-2014,riley,,New Flight,L75876820,FALSE,ttt,ORD,FALSE,TRUE,-1,5,TRUE
2021-04-10,5451772730,08/26/2000,,Adams,Flight Deal,X82202339,TRUE,DFW,DEN,TRUE,,-1,9,TRUE
2023-11-11,5451772730,2000/08/26,jeffrey,adams,Flight Status,W58968473,TRUE,BOS,ORD,TRUE,FALSE,1,19,FALSE
2024-03-29,5451772730,26-08-2000,jeffrey,Adams,Flight Deal,X35209140,,DEN,SFO,FALSE,FALSE,0,21,FALSE
2024-02-09,5451772730,2000/08/26,JEFFREY,Adams,Flight Status,K35469825,FALSE,,LAX,FALSE,TRUE,11,2,TRUE
2024-02-07,5451772730,,jeffrey,Adams,Flight Status,,TRUE,LAX,BOS,FALSE,FALSE,3,15,TRUE
2021-06-16,281749451,,MICHAEL,White,New Flight,C42664123,TRUE,JFK,SFO,TRUE,FALSE,0,13,FALSE
2023-09-24,281749451,,MICHAEL,White,Cancel Flight,C93673303,FALSE,SFO,SEA,TRUE,FALSE,0,9,TRUE
2021-02-03,281749451,2000/12/20,MICHAEL,White,New Flight,X26562014,FALSE,ORD,SEA,FALSE,TRUE,,24,TRUE
2021-12-22,9218433301,2004/07/05,CHARLES,gutierrez,New Flight,P89856899,,DFW,ORD,FALSE,TRUE,12,,FALSE
2021-11-25,,05-07-2004,CHARLES,Gutierrez,Flight Deal,X51405173,TRUE,DFW,JFK,TRUE,FALSE,4,7,TRUE
2023-04-22,9218433301,07/05/2004,charles,gutierrez,Flight Status,O56372377,TRUE,DFW,MIA,FALSE,TRUE,8,8,
2022-09-21,9218433301,2004/07/05,charles,gutierrez,New Flight,O29137474,TRUE,JFK,MIA,FALSE,FALSE,0,18,TRUE
2023-01-26,9218433301,2004/07/05,CHARLES,gutierrez,Flight Status,C45474669,TRUE,JFK,DFW,FALSE,FALSE,-1,11,FALSE
2023-08-22,9218433301,2004/07/05,charles,gutierrez,Flight Deal,I62401725,TRUE,DEN,DFW,TRUE,FALSE,7,16,TRUE
2021-09-17,9218433301,07/05/2004,,Gutierrez,Flight Deal,F58530808,TRUE,JFK,LAX,FALSE,TRUE,8,3,TRUE
2024-02-21,9218433301,07/05/2004,charles,Gutierrez,Flight Status,H40173796,FALSE,LAX,DEN,FALSE,FALSE,12,7,FALSE
2023-04-22,9218433301,05-07-2004,CHARLES,Gutierrez,New Flight,F16514622,TRUE,MIA,DEN,FALSE,TRUE,0,5,
2021-09-05,9218433301,2004/07/05,charles,Gutierrez,Flight Status,W83515425,FALSE,DFW,ORD,FALSE,FALSE,11,6,TRUE
2022-01-01,6779497464,09/15/1994,susan,bowers,New Flight,J50214056,FALSE,ttt,BOS,TRUE,TRUE,-1,9,FALSE
2024-06-07,6779497464,09/15/1994,susan,Bowers,New Flight,K56523870,TRUE,ATL,ORD,FALSE,TRUE,8,5,TRUE
2024-06-06,6779497464,1994/09/15,SUSAN,bowers,,G29286373,TRUE,JFK,DEN,TRUE,FALSE,-1,3,FALSE
2022-05-18,4658269876,,MARK,Ramirez,New Flight,C34804477,TRUE,LAX,BOS,FALSE,TRUE,4,8,FALSE
2021-07-01,4658269876,2016/01/19,MARK,ramirez,Flight Status,R31148826,FALSE,SFO,ATL,TRUE,FALSE,11,9,TRUE
2022-06-25,4658269876,01/19/2016,MARK,Ramirez,New Flight,U07015528,FALSE,SEA,LAX,FALSE,TRUE,-1,14,TRUE
2021-03-13,3651930353,2014/02/26,katherine,Reynolds,Flight Status,U11117738,FALSE,BOS,SEA,TRUE,TRUE,-1,7,TRUE
2023-02-01,3651930353,02/26/2014,katherine,reynolds,Cancel Flight,,FALSE,ttt,LAX,TRUE,FALSE,14,15,TRUE
2023-07-04,3651930353,26-02-2014,,Reynolds,Cancel Flight,G42881939,,ATL,DFW,TRUE,FALSE,4,17,FALSE
2022-11-10,3651930353,2014/02/26,KATHERINE,Reynolds,Cancel Flight,G04360431,TRUE,ORD,SFO,FALSE,FALSE,-1,,TRUE
2023-01-04,3651930353,26-02-2014,katherine,reynolds,Flight Status,G66053558,FALSE,SEA,SFO,TRUE,TRUE,0,12,TRUE
2024-04-07,3651930353,02/26/2014,katherine,Reynolds,Flight Status,,TRUE,JFK,YYY,TRUE,TRUE,9,18,FALSE
2021-10-29,3651930353,02/26/2014,katherine,Reynolds,Cancel Flight,,TRUE,ATL,YYY,TRUE,FALSE,11,18,TRUE
2022-06-21,3651930353,02/26/2014,katherine,Reynolds,Flight Deal,O82371160,FALSE,BOS,SFO,TRUE,FALSE,8,23,TRUE
2021-04-13,3651930353,2014/02/26,KATHERINE,Reynolds,Cancel Flight,R24526226,TRUE,DFW,BOS,FALSE,TRUE,-1,9,TRUE
2021-12-18,3651930353,2014/02/26,KATHERINE,reynolds,Flight Deal,E10806932,FALSE,ORD,LAX,TRUE,FALSE,-1,7,TRUE
2021-10-30,1381610056,21-05-2020,jeffrey,Washington,Flight Status,B75493425,FALSE,BOS,SEA,TRUE,TRUE,0,2,TRUE
2023-08-23,1381610056,05/21/2020,jeffrey,washington,Cancel Flight,W77406414,FALSE,DEN,ORD,FALSE,FALSE,10,5,TRUE
2023-04-27,1381610056,05/21/2020,jeffrey,washington,Cancel Flight,Z02315373,,DEN,SEA,TRUE,FALSE,0,5,TRUE
2021-08-14,1381610056,21-05-2020,JEFFREY,Washington,New Flight,G86136226,FALSE,LAX,DEN,TRUE,FALSE,-1,4,TRUE
2022-09-22,,28-12-1993,ELIZABETH,Durham,Flight Status,M31121685,FALSE,SEA,MIA,TRUE,FALSE,0,10,FALSE
2021-10-27,6491744513,28-12-1993,elizabeth,durham,Flight Status,F38347516,,LAX,BOS,TRUE,FALSE,2,7,FALSE
2024-04-08,6491744513,12/28/1993,elizabeth,Durham,New Flight,,TRUE,DFW,MIA,TRUE,FALSE,-1,17,FALSE
2023-04-02,6491744513,12/28/1993,ELIZABETH,durham,Flight Status,O34004617,TRUE,JFK,SFO,FALSE,TRUE,2,10,FALSE
2021-10-02,2144577279,04/11/2012,JENNIFER,Glover,Flight Status,U44112943,,LAX,MIA,TRUE,TRUE,0,10,TRUE
2024-07-26,2144577279,11-04-2012,jennifer,Glover,Flight Status,A86405271,FALSE,ATL,DFW,TRUE,TRUE,10,21,FALSE
2023-10-24,2144577279,2012/04/11,jennifer,Glover,Flight Deal,Z27416763,FALSE,DFW,JFK,FALSE,TRUE,-1,10,TRUE
2022-02-20,2144577279,2012/04/11,jennifer,glover,Flight Status,M46627805,FALSE,SEA,DFW,FALSE,TRUE,0,11,TRUE
2022-08-30,2144577279,,jennifer,,Flight Status,H93573178,FALSE,SFO,DFW,FALSE,FALSE,3,5,FALSE
2022-02-21,2144577279,11-04-2012,JENNIFER,glover,Flight Deal,,TRUE,SFO,MIA,FALSE,TRUE,,19,
2024-05-03,2144577279,04/11/2012,JENNIFER,Glover,Flight Status,,TRUE,BOS,ORD,FALSE,FALSE,-1,9,TRUE
2022-01-14,2144577279,11-04-2012,,Glover,New Flight,A85523321,TRUE,DEN,SEA,FALSE,TRUE,-1,20,TRUE
2024-05-01,2144577279,2012/04/11,JENNIFER,Glover,Flight Deal,P77202510,FALSE,DFW,,FALSE,FALSE,10,,TRUE
2023-02-04,2144577279,2012/04/11,jennifer,glover,New Flight,G61581730,FALSE,SFO,DEN,FALSE,TRUE,-1,10,FALSE
2023-09-18,7773964152,2016/09/16,pamela,young,Flight Deal,A82916484,FALSE,ORD,JFK,FALSE,TRUE,13,13,FALSE
2024-07-12,7773964152,2016/09/16,PAMELA,Young,Cancel Flight,Q62085887,TRUE,DEN,SEA,TRUE,FALSE,-1,20,
2023-12-03,7773964152,09/16/2016,pamela,young,Flight Status,G77569886,FALSE,SFO,SEA,FALSE,,10,18,
2024-07-18,7773964152,16-09-2016,pamela,young,Cancel Flight,Q26375306,FALSE,BOS,,,TRUE,2,17,FALSE
2022-06-28,245968518,04/24/2023,robert,navarro,Flight Status,R15106897,FALSE,ORD,SFO,FALSE,TRUE,13,3,TRUE
2023-11-22,245968518,04/24/2023,ROBERT,Navarro,Flight Status,M38486866,TRUE,SEA,ORD,FALSE,FALSE,4,17,FALSE
2022-04-16,245968518,2023/04/24,ROBERT,Navarro,Flight Deal,Q65901878,TRUE,DEN,,FALSE,TRUE,-1,10,FALSE
2021-11-27,2224177725,2004/11/26,JACK,Cook,Flight Status,,FALSE,DFW,MIA,TRUE,,8,9,TRUE
2024-09-26,2224177725,2004/11/26,jack,cook,New Flight,I30722425,FALSE,DEN,MIA,FALSE,FALSE,2,,TRUE
2022-08-22,2224177725,26-11-2004,jack,Cook,Cancel Flight,T81933623,FALSE,ttt,ATL,,FALSE,1,7,TRUE
2021-03-17,2224177725,26-11-2004,JACK,cook,Cancel Flight,E86503880,TRUE,BOS,SFO,TRUE,FALSE,-1,17,FALSE
2023-08-05,2224177725,26-11-2004,JACK,Cook,Flight Status,H04652258,FALSE,MIA,SEA,TRUE,TRUE,-1,17,TRUE
2021-11-22,2224177725,26-11-2004,jack,Cook,Flight Status,C93507526,TRUE,ttt,ATL,TRUE,TRUE,10,14,TRUE
2022-08-22,2224177725,2004/11/26,jack,Cook,Flight Deal,L32732629,,DFW,SFO,TRUE,FALSE,,16,TRUE
2023-09-09,2224177725,26-11-2004,JACK,cook,New Flight,D55452328,TRUE,LAX,DFW,FALSE,TRUE,1,15,TRUE
2021-11-24,2224177725,2004/11/26,jack,Cook,Flight Deal,C45085508,FALSE,SFO,YYY,TRUE,FALSE,8,6,TRUE
2023-09-03,2224177725,11/26/2004,JACK,cook,Flight Status,D58884981,FALSE,DEN,BOS,FALSE,FALSE,2,14,FALSE
2022-10-31,95960141,08/18/2003,MICHAEL,brown,Cancel Flight,I10696476,FALSE,SEA,BOS,TRUE,FALSE,12,7,FALSE
2023-02-17,,18-08-2003,MICHAEL,,,Q34065597,FALSE,LAX,ORD,,,9,6,TRUE
